lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2144_translation,version_2145_translation,english_translation
ἀρχιερεύς,588,unigram,masculine,accusative,plural,баш,2.300096825227539,,баш,chief priest
ἀρχιερεύς,458,unigram,masculine,accusative,singular,рухани,1.2063114698384902,,рухани,chief priest
ἀρχιερεύς,497,unigram,masculine,nominative,plural,руханиҙар,1.8981964358514154,,руханиҙар,chief priest
ἀρχιερεύς,590,unigram,masculine,nominative,singular,рухани,1.1302878281498687,,рухани,chief priest
παῖς,583,unigram,masculine,accusative,plural,Ләкин,1.0646037519981002,,Ләкин,child
τέκνον,656,unigram,neuter,accusative,plural,балаларын,1.3785441404777383,,балаларын,child
τέκνον,553,unigram,neuter,nominative,singular,Улым,2.3170540321942705,,Улым,child
παιδίον,478,unigram,neuter,accusative,singular,баланы,1.8365066684690303,,баланы,child
παιδίον,443,unigram,neuter,nominative,singular,Бала,1.1158238095948907,,Бала,child
πόλις,462,unigram,feminine,accusative,singular,ҡалаға,2.1330836141905025,,ҡалаға,city
χιτών,494,unigram,masculine,accusative,plural,күлдәк,1.4945875293157727,,күлдәк,"clothing, undergarments"
ἱμάτιον,506,unigram,neuter,accusative,plural,кейемдәрен,1.4300861175531563,,кейемдәрен,coat
ἱμάτιον,505,unigram,neuter,accusative,singular,өҫ,2.2549743380219227,,өҫ,coat
ἐντολή,472,unigram,feminine,accusative,plural,әмерҙәрен,1.9788901625445354,,әмерҙәрен,commandment
ἐντολή,470,unigram,feminine,accusative,singular,әмерен,1.9160436578179205,,әмерен,commandment
συνέδριον,644,unigram,neuter,accusative,plural,хөкөмгә,1.176223264537243,,хөкөмгә,council
συνέδριον,452,unigram,neuter,accusative,singular,руханиҙар,1.1430741670241196,,руханиҙар,council
χώρα,620,unigram,feminine,accusative,singular,еренә,1.3871549463016668,,еренә,"country, countryside"
ὄχλος,454,unigram,masculine,accusative,plural,Халыҡты,1.0589125985734136,,Халыҡты,crowd
